year,unemployment_rate,pcpi_nominal,population_thousands,state_abbrev,state_name,state_fips
2023,3.858333333333333,52813.0,1770.495,WV,West Virginia,54
2003,5.608333333333333,32084.0,5479.203,WI,Wisconsin,55
2004,4.966666666666667,33319.0,5514.026,WI,Wisconsin,55
2005,4.708333333333333,34218.0,5546.166,WI,Wisconsin,55
2006,4.691666666666666,36047.0,5577.655,WI,Wisconsin,55
2007,4.825,37522.0,5610.775,WI,Wisconsin,55
2008,4.941666666666666,38857.0,5640.996,WI,Wisconsin,55
2009,8.833333333333334,38138.0,5669.264,WI,Wisconsin,55
2010,8.416666666666666,39048.0,5690.538,WI,Wisconsin,55
2011,7.55,41067.0,5705.84,WI,Wisconsin,55
2012,6.916666666666667,42639.0,5720.825,WI,Wisconsin,55
2013,6.666666666666667,42685.0,5738.012,WI,Wisconsin,55
2014,5.366666666666667,44156.0,5753.199,WI,Wisconsin,55
2015,4.416666666666667,45928.0,5762.927,WI,Wisconsin,55
2016,3.933333333333333,46595.0,5775.17,WI,Wisconsin,55
2017,3.283333333333333,48311.0,5793.147,WI,Wisconsin,55
2018,3.0,50520.0,5809.319,WI,Wisconsin,55
2019,3.2083333333333335,52370.0,5824.581,WI,Wisconsin,55
2020,6.433333333333334,55428.0,5897.375,WI,Wisconsin,55
2021,3.7916666666666665,60449.0,5881.608,WI,Wisconsin,55
2022,2.808333333333333,61851.0,5903.975,WI,Wisconsin,55
2023,2.8000000000000003,64763.0,5930.405,WI,Wisconsin,55
2003,4.358333333333333,33642.0,503.453,WY,Wyoming,56
2004,3.8333333333333335,35921.0,509.106,WY,Wyoming,56
2005,3.5666666666666664,38907.0,514.157,WY,Wyoming,56
2006,3.0749999999999997,43805.0,522.667,WY,Wyoming,56
2007,2.733333333333333,45634.0,534.876,WY,Wyoming,56
2008,3.0,49451.0,546.043,WY,Wyoming,56
2009,6.283333333333334,44499.0,559.851,WY,Wyoming,56
2010,6.875,46395.0,564.531,WY,Wyoming,56
2011,6.066666666666666,50631.0,567.491,WY,Wyoming,56
2012,5.441666666666666,53597.0,576.656,WY,Wyoming,56
2013,4.716666666666667,52835.0,582.62,WY,Wyoming,56
2014,4.358333333333333,56251.0,583.159,WY,Wyoming,56
2015,4.25,56120.0,586.389,WY,Wyoming,56
2016,5.2749999999999995,53419.0,585.243,WY,Wyoming,56
2017,4.341666666666667,56378.0,579.994,WY,Wyoming,56
2018,4.066666666666666,59197.0,579.054,WY,Wyoming,56
2019,3.733333333333333,61853.0,580.116,WY,Wyoming,56
2020,5.858333333333333,65094.0,577.681,WY,Wyoming,56
2021,4.55,70962.0,579.636,WY,Wyoming,56
2022,3.4333333333333336,76394.0,581.978,WY,Wyoming,56
2023,2.8833333333333333,81918.0,585.067,WY,Wyoming,56
